time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010452200000	5.55814	19.4821	5.04682	3.69639	0.470699	lidar	1.51693	5.69089	19.5755	5.67472	19.5577	-4.29114	-2.5418
1477010452250000	5.35714	19.3355	5.03786	3.72512	0.475151	radar	1.59827	5.9506	18.9859	5.46145	19.4284	-4.24359	-2.62995
1477010452300000	5.14776	19.2329	5.01167	3.73862	0.46729	lidar	2.27544	5.17021	19.4397	5.25059	19.2948	-4.19488	-2.71622
1477010452350000	4.97598	19.1182	4.86063	3.75873	0.463072	radar	4.77114	5.87397	19.301	5.04219	19.157	-4.1451	-2.80059
1477010452400000	4.81219	18.9735	4.80729	3.78849	0.468971	lidar	0.397392	4.89149	18.982	4.8363	19.015	-4.09432	-2.88305
1477010452450000	4.60148	18.8233	4.89119	3.8099	0.468373	radar	1.64358	3.98679	19.0452	4.63297	18.8689	-4.04263	-2.96359
1477010452500000	4.42418	18.6942	4.84947	3.82976	0.466014	lidar	1.13266	4.4685	18.834	4.43224	18.7188	-3.99012	-3.0422
1477010452550000	4.25764	18.55	4.74611	3.85255	0.464179	radar	1.15355	4.69245	18.4634	4.23416	18.5648	-3.93685	-3.11888
1477010452600000	4.13049	18.4033	4.65774	3.884	0.471885	lidar	1.37839	4.26269	18.481	4.03876	18.4071	-3.88293	-3.19362
1477010452650000	3.92931	18.2328	4.88609	3.90677	0.475038	radar	7.47257	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644
1477010452700000	3.66947	18.0832	4.99169	3.90634	0.454149	lidar	3.1584	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732
1477010452750000	3.52195	17.9326	4.82737	3.9282	0.451507	radar	3.47103	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627
1477010452800000	3.28907	17.7619	4.91883	3.93536	0.437867	lidar	1.66725	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331
1477010452850000	3.1007	17.5796	5.02778	3.95589	0.43856	radar	2.20014	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844
1477010452900000	2.9286	17.4601	4.95956	3.96301	0.427308	lidar	6.64714	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167
1477010452950000	2.76617	17.2491	5.08886	3.99391	0.43771	radar	2.48096	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302
1477010453000000	2.58719	17.0611	5.10187	4.0113	0.433889	lidar	0.100463	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251
1477010453050000	2.43965	16.8948	4.90906	4.02759	0.426514	radar	2.38399	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014
1477010453100000	2.27586	16.7237	4.89924	4.042	0.420978	lidar	0.667542	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595
1477010453150000	2.11322	16.5258	4.84323	4.05924	0.415725	radar	4.91757	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995
1477010453200000	1.94771	16.2977	4.91094	4.08143	0.416089	lidar	2.13993	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216
1477010453250000	1.8095	16.1206	4.80181	4.09777	0.411068	radar	0.957579	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261
1477010453300000	1.60919	15.9494	4.84731	4.09595	0.392247	lidar	2.60054	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132
1477010453350000	1.46814	15.7207	4.99275	4.12224	0.399684	radar	1.72731	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832
1477010453400000	1.29055	15.4997	5.05709	4.13312	0.39151	lidar	0.963372	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364
1477010453450000	1.14646	15.3067	4.99248	4.1461	0.385157	radar	1.28274	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773
1477010453500000	0.933432	15.0819	5.10291	4.14459	0.366897	lidar	3.02243	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933
1477010453550000	0.811609	14.9035	4.93055	4.15822	0.361177	radar	2.86375	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977
1477010453600000	0.698667	14.6947	4.91118	4.18026	0.36465	lidar	0.0972179	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864
1477010453650000	0.576864	14.4551	5.02925	4.20458	0.371034	radar	1.44602	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598
1477010453700000	0.400272	14.2289	5.09765	4.20752	0.357484	lidar	1.36248	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181
1477010453750000	0.261683	13.9767	5.27745	4.22687	0.360794	radar	2.27769	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617
1477010453800000	0.228702	13.7351	5.19577	4.27204	0.384015	lidar	3.38789	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909
1477010453850000	0.114684	13.4918	5.27346	4.29155	0.38528	radar	0.676488	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061
1477010453900000	-0.0456747	13.2546	5.32046	4.29375	0.370645	lidar	1.33187	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075
1477010453950000	-0.154156	13.0387	5.17751	4.30617	0.363849	radar	1.5056	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955
1477010454000000	-0.170733	12.8227	5.06769	4.34674	0.383611	lidar	3.51854	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704
1477010454050000	-0.276198	12.5977	4.95872	4.358	0.375264	radar	3.05947	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326
1477010454100000	-0.391467	12.3633	4.98698	4.36726	0.367044	lidar	0.439774	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823
1477010454150000	-0.496061	12.1554	4.91064	4.3749	0.357419	radar	3.71518	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198
1477010454200000	-0.576021	11.9411	4.88417	4.39057	0.355858	lidar	0.502264	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456
1477010454250000	-0.683936	11.7119	4.87584	4.39737	0.345955	radar	3.0306	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598
1477010454300000	-0.866208	11.4619	4.98332	4.38189	0.317435	lidar	5.86417	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628
1477010454350000	-0.943106	11.2417	4.83025	4.39494	0.312894	radar	2.7002	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549
1477010454400000	-1.11286	11.0111	4.90252	4.3797	0.286343	lidar	4.72406	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364
1477010454450000	-1.19642	10.7669	5.00469	4.39486	0.288415	radar	1.01893	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075
1477010454500000	-1.33188	10.5076	5.08181	4.39204	0.273262	lidar	2.0676	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686
1477010454550000	-1.42301	10.246	5.16433	4.40413	0.272424	radar	1.13003	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198
1477010454600000	-1.5252	10.035	5.12798	4.4064	0.263247	lidar	2.63319	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615
1477010454650000	-1.60121	9.8113	5.03126	4.4164	0.25954	radar	0.770886	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939
1477010454700000	-1.68507	9.59191	5.00624	4.42371	0.255026	lidar	0.904708	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172
1477010454750000	-1.79286	9.33973	5.09601	4.42576	0.246474	radar	3.19546	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316
1477010454800000	-1.89052	9.04059	5.20324	4.4334	0.241591	lidar	4.06064	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374
1477010454850000	-1.96178	8.82554	5.05233	4.44036	0.235615	radar	2.25314	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347
1477010454900000	-2.06601	8.57103	5.09841	4.44057	0.225511	lidar	0.785687	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238
1477010454950000	-2.18392	8.3186	5.11612	4.43489	0.210087	radar	4.11055	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047
1477010455000000	-2.24202	8.08683	5.08438	4.44794	0.212495	lidar	0.274849	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778
1477010455050000	-2.29547	7.88264	4.96687	4.45866	0.212259	radar	5.22994	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843
1477010455100000	-2.41454	7.62737	5.03554	4.45122	0.196533	lidar	1.98723	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006
1477010455150000	-2.54881	7.40039	4.92113	4.43305	0.169022	radar	8.11418	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507
1477010455200000	-2.6613	7.14016	4.99654	4.42799	0.157062	lidar	1.45424	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933
1477010455250000	-2.72672	6.91099	4.99444	4.43707	0.158884	radar	1.13485	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286
1477010455300000	-2.77553	6.70685	4.91719	4.44881	0.162703	lidar	1.48569	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566
1477010455350000	-2.82387	6.49756	4.73813	4.45622	0.158909	radar	3.29184	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774
1477010455400000	-2.88873	6.26068	4.75618	4.46274	0.157566	lidar	0.0639614	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911
1477010455450000	-3.00567	6.01298	4.83422	4.45201	0.141281	radar	5.34223	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976
1477010455500000	-3.10036	5.72983	4.95028	4.45084	0.133411	lidar	2.5751	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097
1477010455550000	-3.20122	5.48818	4.87223	4.44016	0.113912	radar	3.80629	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893
1477010455600000	-3.30516	5.2191	4.97052	4.43489	0.104006	lidar	1.66543	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745
1477010455650000	-3.38196	4.97416	4.98719	4.43721	0.101312	radar	0.108683	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525
1477010455700000	-3.50515	4.6834	5.13779	4.42687	0.0874751	lidar	3.58388	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233
1477010455750000	-3.61488	4.43106	5.08204	4.41238	0.0650834	radar	3.89147	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868
1477010455800000	-3.75289	4.14776	5.22865	4.39787	0.0496492	lidar	4.10239	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943
1477010455850000	-3.84353	3.9064	5.2255	4.39683	0.0468486	radar	1.04351	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918
1477010455900000	-3.91316	3.6787	5.17025	4.4013	0.0488139	lidar	0.36797	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833
1477010455950000	-4.01122	3.47929	5.03373	4.38845	0.0305645	radar	5.2434	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666
1477010456000000	-4.1019	3.23429	5.06011	4.38724	0.0283016	lidar	0.145176	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925
1477010456050000	-4.22567	2.96948	5.12262	4.37161	0.00834133	radar	2.33335	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104
1477010456100000	-4.31858	2.69004	5.21605	4.37285	0.00892051	lidar	1.10737	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202
1477010456150000	-4.4124	2.43658	5.23683	4.3706	0.00548135	radar	0.110145	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218
1477010456200000	-4.51966	2.16644	5.31385	4.36752	0.00301179	lidar	0.786195	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149
1477010456250000	-4.63059	1.92552	5.30864	4.35102	-0.0204445	radar	5.55038	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994
1477010456300000	-4.74833	1.6446	5.4128	4.34694	-0.0222437	lidar	1.46696	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751
1477010456350000	-4.87539	1.38151	5.48416	4.33296	-0.0382613	radar	1.53443	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417
1477010456400000	-4.92942	1.16314	5.34656	4.33896	-0.0334165	lidar	4.46875	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799
1477010456450000	-5.02408	0.951723	5.25975	4.33252	-0.0391164	radar	1.39141	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468
1477010456500000	-5.0816	0.733007	5.15885	4.33719	-0.0352595	lidar	3.17102	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848
1477010456550000	-5.18304	0.421018	5.36308	4.33945	-0.033963	radar	4.91018	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127
1477010456600000	-5.25722	0.188988	5.29959	4.34104	-0.0323438	lidar	1.2002	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303
1477010456650000	-5.36725	-0.043732	5.24994	4.33696	-0.0313615	radar	5.97481	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374
1477010456700000	-5.43925	-0.271052	5.19122	4.33877	-0.0296975	lidar	1.20817	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335
1477010456750000	-5.55354	-0.453138	5.11009	4.32067	-0.0478487	radar	4.53724	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185
1477010456800000	-5.68369	-0.633619	5.01878	4.30133	-0.0633505	lidar	3.56194	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919
1477010456850000	-5.79581	-0.88207	5.18322	4.29072	-0.0761033	radar	6.42657	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536
1477010456900000	-5.89668	-1.15061	5.24501	4.29361	-0.0693322	lidar	0.806676	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032
1477010456950000	-5.9889	-1.42231	5.31382	4.29844	-0.0621836	radar	2.06269	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404
1477010457000000	-6.12511	-1.63065	5.26675	4.2818	-0.0744582	lidar	2.00183	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648
1477010457050000	-6.26142	-1.89382	5.48072	4.2685	-0.0880862	radar	4.33538	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762
1477010457100000	-6.37293	-2.14096	5.47572	4.26557	-0.08695	lidar	0.0576457	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742
1477010457150000	-6.51722	-2.3502	5.40469	4.24843	-0.0981914	radar	4.37325	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585
1477010457200000	-6.66574	-2.5583	5.36234	4.23019	-0.11047	lidar	1.60504	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288
1477010457250000	-6.81494	-2.78263	5.38442	4.21481	-0.120009	radar	2.00517	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847
1477010457300000	-6.91817	-3.03952	5.40233	4.21913	-0.110769	lidar	0.972003	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326
1477010457350000	-7.04539	-3.26232	5.33521	4.21207	-0.111398	radar	0.390018	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523
1477010457400000	-7.17052	-3.44856	5.25086	4.19772	-0.120723	lidar	2.01361	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632
1477010457450000	-7.31652	-3.70126	5.30713	4.19216	-0.119309	radar	4.25185	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586
1477010457500000	-7.46757	-3.83657	5.16377	4.1622	-0.142901	lidar	6.81312	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738
1477010457550000	-7.60819	-4.05328	5.20839	4.15182	-0.146773	radar	0.710688	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012
1477010457600000	-7.76853	-4.27495	5.22776	4.13912	-0.15107	lidar	0.691042	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479
1477010457650000	-7.91738	-4.4975	5.23706	4.13039	-0.151888	radar	0.400523	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778
1477010457700000	-8.08673	-4.72854	5.27726	4.11889	-0.154589	lidar	1.25902	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906
1477010457750000	-8.22675	-4.92388	5.11203	4.11048	-0.153544	radar	2.27174	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862
1477010457800000	-8.36609	-5.12955	5.10011	4.10308	-0.153491	lidar	0.0787599	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641
1477010457850000	-8.5094	-5.29293	4.95578	4.08747	-0.160246	radar	3.69876	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242
1477010457900000	-8.69908	-5.48981	4.98945	4.0672	-0.170377	lidar	2.52673	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663
1477010457950000	-8.85769	-5.6879	4.99531	4.05621	-0.172431	radar	0.379238	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901
1477010458000000	-9.01719	-5.86696	4.97537	4.04159	-0.177905	lidar	0.255184	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955
1477010458050000	-9.15384	-6.01914	4.83624	4.02842	-0.18181	radar	5.45813	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823
1477010458100000	-9.32096	-6.12394	4.73662	3.99694	-0.202434	lidar	5.10781	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503
1477010458150000	-9.49525	-6.31268	4.80515	3.984	-0.204857	radar	1.37142	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994
1477010458200000	-9.64724	-6.50753	4.818	3.97938	-0.199865	lidar	0.18515	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295
1477010458250000	-9.86048	-6.68678	4.97252	3.95552	-0.212206	radar	8.09203	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404
1477010458300000	-10.0674	-6.85276	4.99128	3.93232	-0.222817	lidar	1.37998	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321
1477010458350000	-10.2482	-7.02223	5.02791	3.91771	-0.22619	radar	1.05242	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046
1477010458400000	-10.4849	-7.20483	5.09793	3.89389	-0.23621	lidar	4.46931	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577
1477010458450000	-10.6823	-7.35813	5.09714	3.87407	-0.2433	radar	2.29383	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916
1477010458500000	-10.935	-7.52234	5.16091	3.84516	-0.257051	lidar	4.55391	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062
1477010458550000	-11.1166	-7.66752	5.0591	3.83034	-0.258822	radar	1.46117	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015
1477010458600000	-11.2776	-7.80488	4.99271	3.81938	-0.257713	lidar	2.63887	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777
1477010458650000	-11.4661	-7.93901	4.94083	3.802	-0.261732	radar	1.96528	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349
1477010458700000	-11.6481	-8.03718	4.86759	3.77785	-0.271741	lidar	3.30107	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273
1477010458750000	-11.8322	-8.15759	4.73065	3.76011	-0.275303	radar	1.47627	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924
1477010458800000	-12.0466	-8.24616	4.70823	3.72845	-0.290617	lidar	1.57413	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932
1477010458850000	-12.2727	-8.38568	4.90954	3.71075	-0.293171	radar	3.20646	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756
1477010458900000	-12.4806	-8.46365	4.85874	3.68082	-0.306394	lidar	2.4801	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399
1477010458950000	-12.6742	-8.56231	4.71673	3.66051	-0.310896	radar	1.82983	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863
1477010459000000	-12.9587	-8.65261	4.80058	3.621	-0.330586	lidar	6.10119	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151
1477010459050000	-13.2043	-8.7661	4.91336	3.59942	-0.334459	radar	3.21683	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267
1477010459100000	-13.4311	-8.81033	4.86939	3.56266	-0.351518	lidar	3.19871	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214
1477010459150000	-13.6279	-8.87314	4.67435	3.5372	-0.358943	radar	4.18328	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997
1477010459200000	-13.8712	-8.96232	4.71407	3.51391	-0.363247	lidar	0.885037	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662
1477010459250000	-14.1265	-9.0594	4.91301	3.49499	-0.363002	radar	2.94757	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086
1477010459300000	-14.3682	-9.15051	4.93419	3.47677	-0.362975	lidar	0.256057	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402
1477010459350000	-14.592	-9.22818	4.86662	3.45815	-0.363734	radar	0.323612	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573
1477010459400000	-14.8822	-9.23292	4.91547	3.40828	-0.390048	lidar	4.09199	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603
1477010459450000	-15.1404	-9.31093	4.9493	3.38957	-0.389347	radar	4.2963	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125
1477010459500000	-15.4253	-9.40137	5.03588	3.37292	-0.386822	lidar	4.55578	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269
1477010459550000	-15.6577	-9.44451	4.8841	3.34793	-0.392753	radar	2.23551	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159
1477010459600000	-15.9276	-9.50832	4.94003	3.3286	-0.392431	lidar	1.75128	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484
1477010459650000	-16.1703	-9.53329	4.87228	3.30078	-0.399894	radar	2.49332	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734
1477010459700000	-16.424	-9.52403	4.87762	3.26363	-0.414104	lidar	1.37638	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198
1477010459750000	-16.6306	-9.53933	4.76945	3.24105	-0.416219	radar	5.07928	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301
1477010459800000	-16.9221	-9.51831	4.84911	3.19977	-0.43315	lidar	2.60124	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773
1477010459850000	-17.1803	-9.56846	4.94522	3.1903	-0.422188	radar	7.15051	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479
1477010459900000	-17.4499	-9.57254	4.98294	3.1645	-0.4261	lidar	0.495755	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024
1477010459950000	-17.7036	-9.57186	4.93561	3.139	-0.430474	radar	1.71212	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703
1477010460000000	-17.9628	-9.5342	4.95473	3.1042	-0.441419	lidar	0.741832	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151
1477010460050000	-18.199	-9.51252	4.87401	3.0767	-0.446983	radar	0.80228	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648
1477010460100000	-18.4041	-9.5337	4.80684	3.06906	-0.434759	lidar	1.32628	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847
1477010460150000	-18.642	-9.52016	4.86831	3.05091	-0.430578	radar	1.83338	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522
1477010460200000	-18.8966	-9.49828	4.88981	3.02889	-0.43105	lidar	0.193863	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707
1477010460250000	-19.1273	-9.46196	4.9138	3.00644	-0.430778	radar	4.1266	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927
1477010460300000	-19.376	-9.35102	4.93719	2.95863	-0.452299	lidar	3.95245	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083
1477010460350000	-19.6035	-9.29098	4.84696	2.92861	-0.459918	radar	1.3547	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907
1477010460400000	-19.8623	-9.16861	4.90621	2.88145	-0.479835	lidar	2.51919	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408
1477010460450000	-20.0978	-9.07918	4.90672	2.84837	-0.487454	radar	5.52815	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215
1477010460500000	-20.2664	-9.168	4.72474	2.8771	-0.443527	lidar	12.0169	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303
1477010460550000	-20.5091	-9.12031	4.78983	2.86165	-0.437002	radar	1.61033	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334
1477010460600000	-20.7325	-9.02312	4.79254	2.82943	-0.445407	lidar	0.923239	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296
1477010460650000	-20.9774	-8.9441	4.81351	2.80522	-0.447526	radar	2.42627	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179
1477010460700000	-21.1713	-8.87173	4.75168	2.78426	-0.445998	lidar	1.25984	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972
1477010460750000	-21.4061	-8.78743	4.75343	2.76104	-0.447539	radar	1.81723	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666
1477010460800000	-21.5941	-8.7514	4.6644	2.75446	-0.434237	lidar	1.42791	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925
1477010460850000	-21.7789	-8.6384	4.51235	2.71759	-0.449852	radar	5.94984	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712
1477010460900000	-21.982	-8.55246	4.50347	2.69724	-0.448074	lidar	0.0213823	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043
1477010460950000	-22.1944	-8.44525	4.58855	2.67515	-0.445858	radar	2.3351	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232
1477010461000000	-22.4316	-8.33438	4.64985	2.65263	-0.446498	lidar	1.25821	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427
1477010461050000	-22.6207	-8.22861	4.5937	2.62874	-0.448524	radar	0.801923	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145
1477010461100000	-22.8752	-7.98787	4.79497	2.56972	-0.479188	lidar	7.03326	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848
1477010461150000	-23.0611	-7.85949	4.6614	2.53781	-0.490307	radar	3.81402	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637
1477010461200000	-23.3014	-7.67044	4.79719	2.50035	-0.501579	lidar	2.51269	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967
